budget,genres,id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",227156,en,The Giver,53.811461,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-11,66980456,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Search for truth. Find freedom.,The Giver,6.4,1798
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",138103,en,The Expendables 3,61.025639,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-04,206172544,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",New team. New attitude. New mission.,The Expendables 3,6.1,1795
5000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",17431,en,Moon,46.114184,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-06-12,9760104,97,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The last place you'd ever expect to find yourself.,Moon,7.6,1794
140000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",676,en,Pearl Harbor,34.20669,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-05-21,449220945,183,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",It takes a moment to change history. It takes love to change lives.,Pearl Harbor,6.6,1791
1000000,"[{""id"": 18, ""name"": ""Drama""}]",1366,en,Rocky,72.19808,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-11-21,117235147,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",His whole life was a million-to-one shot.,Rocky,7.5,1791
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",39513,en,Paul,43.151268,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-02-14,97552050,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Who's up for a close encounter?,Paul,6.5,1789
23000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2787,en,Pitch Black,18.493202,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-18,53187659,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Don't be afraid of the dark. Be afraid of what's in the dark,Pitch Black,6.7,1789
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",1637,en,Speed,49.526736,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-09,350448145,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Get ready for rush hour,Speed,6.8,1783
60000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",82682,en,Gangster Squad,29.041198,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-10,105200903,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",No Names. No Badges. No Mercy.,Gangster Squad,6.2,1778
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",107985,en,The World's End,55.964605,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2013-07-18,46089287,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Good food. Fine ales. Total Annihilation.,The World's End,6.7,1778
5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",170,en,28 Days Later,45.490374,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-10-31,82719885,113,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",His fear began when he woke up alone. His terror began when he realised he wasn't.,28 Days Later,7.1,1777
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",253412,en,Everest,60.246978,"[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-09-10,203427584,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Storm Awaits.,Everest,6.7,1772
126000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1635,en,The Island,37.68056,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-07-20,162949164,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Your time will come...,The Island,6.5,1770
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13053,en,Bolt,41.845878,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-21,309979994,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fully Awesome. Ridonculous. Let It Begin.,Bolt,6.3,1750
100000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22794,en,Cloudy with a Chance of Meatballs,46.781182,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-17,242988466,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747
14000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",114,en,Pretty Woman,45.473484,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-03-23,463000000,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Who knew it was so much fun to be a hooker?,Pretty Woman,7.0,1746
65000000,"[{""id"": 35, ""name"": ""Comedy""}]",76493,en,The Dictator,31.349143,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-15,179379533,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",kurd,The Dictator,5.9,1743
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",49018,en,Insidious,58.594852,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-09-13,97009150,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It's not the house that's haunted.,Insidious,6.8,1737
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",105864,en,The Good Dinosaur,51.692953,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-14,331926147,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Little Arms With Big Attitude,The Good Dinosaur,6.6,1736
170000000,"[{""id"": 14, ""name"": ""Fantasy""}]",241259,en,Alice Through the Looking Glass,56.268916,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,299370084,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It's time for a little madness.,Alice Through the Looking Glass,6.5,1725
17000000,"[{""id"": 27, ""name"": ""Horror""}]",109428,en,Evil Dead,33.912116,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-05,97542952,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The most terrifying film you will ever experience.,Evil Dead,6.4,1723
16000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",28178,en,Hachi: A Dog's Tale,43.217089,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-13,47801389,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","A true story of faith, devotion and undying love.",Hachi: A Dog's Tale,7.7,1717
110000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",1250,en,Ghost Rider,46.834704,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2007-02-16,228738393,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hell Is About To Be Unleashed,Ghost Rider,5.2,1712
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",861,en,Total Recall,43.129703,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-06-01,261317921,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","They stole his mind, now he wants it back.",Total Recall,7.1,1710
25000000,"[{""id"": 18, ""name"": ""Drama""}]",380,en,Rain Man,49.510658,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-12-11,412800000,133,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",A journey through understanding and fellowship.,Rain Man,7.6,1709
400000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",762,en,Monty Python and the Holy Grail,64.782984,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1975-03-13,5028948,91,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,Monty Python and the Holy Grail,7.8,1708
85000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9615,en,The Fast and the Furious: Tokyo Drift,8.282876,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-06-03,158468292,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]","On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,6.1,1705
80000000,"[{""id"": 35, ""name"": ""Comedy""}]",38365,en,Grown Ups,38.864027,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-06-24,271430189,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Boys will be boys. . . some longer than others.,Grown Ups,6.0,1705
40000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",97630,en,Zero Dark Thirty,38.306954,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-19,132820716,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",The Greatest Manhunt in History,Zero Dark Thirty,6.7,1702
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",4951,en,10 Things I Hate About You,54.550275,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-30,53478166,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",How do I loathe thee? Let me count the ways.,10 Things I Hate About You,7.3,1701
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",37710,en,The Tourist,41.426678,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2010-12-08,278731369,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",It all started when he met a woman,The Tourist,6.0,1699
19000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9737,en,Bad Boys,33.872182,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-04-07,141407024,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Whatcha gonna do?,Bad Boys,6.5,1699
55000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1597,en,Meet the Parents,29.97224,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-06,330444045,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",First comes love. Then comes the interrogation.,Meet the Parents,6.6,1698
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",744,en,Top Gun,58.900647,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-05-16,356830601,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Up there with the best of the best.,Top Gun,6.7,1698
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",225886,en,Sex Tape,72.641296,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-17,126069509,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A movie about a movie they don't want you to see.,Sex Tape,5.3,1695
21000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4108,en,The Transporter,34.433521,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2002-10-02,43928932,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Rules are made to be broken.,The Transporter,6.6,1692
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",773,en,Little Miss Sunshine,14.793177,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-26,100523181,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A family on the verge of a breakdown,Little Miss Sunshine,7.5,1686
65000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",41733,en,Due Date,43.865294,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-04,211780824,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Leave Your Comfort Zone,Due Date,6.2,1685
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",184315,en,Hercules,76.842247,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-23,243400000,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Before he was a legend, he was a man.",Hercules,5.6,1680
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",364,en,Batman Returns,59.113174,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-06-19,280000000,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","The Bat, the Cat, the Penguin.",Batman Returns,6.6,1673
6000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",138697,en,Don Jon,33.296684,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-26,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Everyone loves a happy ending.,Don Jon,5.9,1671
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",44264,en,True Grit,49.292384,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-22,252276927,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Punishment Comes One Way or Another.,True Grit,7.2,1668
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",7446,en,Tropic Thunder,43.192048,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-08-09,188072649,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8488,en,Hitch,34.576913,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-02-10,368100420,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The cure for the common man.,Hitch,6.4,1665
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",83666,en,Moonrise Kingdom,41.083914,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-16,68263166,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,Moonrise Kingdom,7.6,1662
32500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",55721,en,Bridesmaids,17.107065,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-28,288383523,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Save the date,Bridesmaids,6.5,1661
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1933,en,The Others,25.881355,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2001-08-02,0,101,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","Sooner or later she'll see them, then everything will be different.",The Others,7.4,1660
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",107846,en,Escape Plan,44.478043,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-09,122915111,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",No one breaks out alone.,Escape Plan,6.7,1659
58000000,"[{""id"": 35, ""name"": ""Comedy""}]",116741,en,The Internship,1.551497,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-07,44000000,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hiring them was a brilliant mistake.,The Internship,6.1,1658
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",97367,en,The Place Beyond the Pines,35.395129,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-20,35485608,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",If you ride like lightning you're gonna crash like thunder,The Place Beyond the Pines,6.8,1653
